text,label
በማስታወቂያው የተሳበው ሸማች,0
የትነው ያለው እያለ,0
ግብይቱ ሲጧጧፍ ዋለ,0
መጠነኛ ገቢም ከሻጮች በመቀበል,0
የማስተዋወቅ ስራቸውን አጠናከሩት,0
ሲሸከሟቸው ለሚውሉት ቁመተ መለሎ,0
የተወሰነውን ማርትሬዛ በመስጠታቸው,0
እኩል መካፈል አለብኝ በማለታቸው,0
ትብብራቸው መፍረሱን ያስታውሳሉ,0
ከመደበኛ ትምህርታቸው ጎን ለጎን,0
ሙዚቃና ቴአትር መምህር ጀመሩ,0
እንዲህ እንዲህ እያሉ,0
በቴአትር ስራ መስራት ቀጠሉ,0
በአንድ ወጣት ብሄራዊ ሎተሪ,0
በሙሉ ጊዜ ማስታወቂያ ስራ,0
ወደተሻለ ትርፍ የሚያመራው,0
ሁነኛ የማስታወቂያ ሰው ይፈልግ,0
በመድረክ ስራቸው የሚታወጣትን,0
አቶ ውብሸት ወርቃለማሁን ያገኛል,0
ስራም ይጀምራሉ,0
በከተማዋ ለማስታወቂያ ስራ ሲዞሩ,0
አንድ ዘዴ ይመጣላቸዋል,0
እንዲዘጋጅላቸው አደረጉ,0
ጠመንጃ በያዙ ጠባቂዎች,0
ማዳበሪያው ለይምሰል,0
ጣል ይደረግበት,0
እንጂ አብዛኛው በጭድ የተሞላ,0
አህያዋንም በከተማ እያዞሩ,0
ብሩ መጥቶልሀል ትኬትህን ቁረጥ,0
የሎተሪ ማስታወቂያቸውን,0
ጋሽ ውብሸት,0
የራሳቸውን የማስታወቂያ ድርጅት,0
በህትመት በራዲዮና ቴሌቪዝን,0
ለቁጥር የሚታክቱ,0
እጅግ በርካታ ማስታወቂያዎች,0
ከማስታወቂያ ጥበበኛነታቸው በተጨማሪም,0
በጥቁር ካባቸው ተውበው,0
የፐብሊክ ዲፕሎማሲ,0
በቻምበር ኦፍ ኮሜርስ ሀላፊነት,0
ደም ባንክ አምባሳደርነት አገልግለዋል,0
የማስታወቂያ ስራ ፈር ቀዳጁና,0
መስራችና ባለቤት,0
አቶ ውብሸት ወርቃለማሁ,0
በቅዱስ ገብርኤል ሆስፒታል በህክምና,0
የካቲት ወር,0
ከዚህ አመተ ምህረት በሞት የተለዩ,0
የቀብር ስነ ስርአታቸውም,0
ቤተ ክርስቲያን,0
ገላጭ አጭር ቤት,0
ባህሪ ገላጭ,0
ክፉ ጎረቤት,0
ቅርፅ ገላጭ,0
ጠማማ ወንበር,0
ቀለም ገላጭ,0
ነጭ ዶሮ,0
ባህሪ ገላጭ,0
ቸር ጓደኛ,0
መጠን ገላጭ,0
ጠባብ ክፍል,0
ማስታወቂያ ሲዘጋጅ,0
ግምት ውስጥ የሚገቡ ነጥቦች,0
በውይይት ጊዜ እየተዟዟሩ ማረጋገጥ,0
ኢመደበኛ ውይይቶቸን አዳምጠው,0
ዋናውን ሀሳብ በፅሁፍ,0
መግለፅ መቻላቸውን መከታተል,0
በተለያዩ መገናኛ ብዙሀን የሚተላለፉ,0
ስለተለያዩ ጉዳዮች ስንናገር,0
የተለያዩ አረፍተነገሮችን እንጠቀማለን,0
አረፍተነገሮች እንደሚነገሩበት,0
አላማና ተግባር የተለያዩ በመሆናቸው,0
ከአገልግሎታቸው አንፃር ሀተታዊ,0
መጠይቃዊ,0
ትእዛዛዊ አጋናኝ,0
ሀተታዊ አረፍተነገር,0
አንዳች ሁነትን,0
ድርጊትን ወይም ኑረትን,0
የሚገልፅ የአረፍተነገር አይነት,0
አካላዊ ወይም ረቂቅ ሊሆን ይችላል,0
የአረፍተነገሩ ተግባር መንገር,0
መግለፅ ወይም ማተት,0
አዎንታ ከመሆኑ ባሻገር,0
አጠቃላይነት,0
ውሱንነት ስላለው ባህርይ,0
ርእሰ ጉዳይ ሊሆን ይችላል,0
እህቴ ዛሬ ስራ አልሄደችም,0
መጠይቃዊ አረፍተነገር,0
በአንድ አረፍተነገር ውስጥ,0
መረጃ ለማግኘት ወይም ለማረጋገጥ,0
አገልግሎት ላይ የሚውል,0
አረፍተነገሩ መጠይቃዊ,0
ለምን አታነብም,0
መቼ መጣሽ,0
የትእዛዝ ተግባር ያለው,0
ትእዛዛዊ አረፍተነገር,0
የአረፍተነገር አይነት,0
ትእዛዙ በተለያየ መንገድ,0
በአስገዳጅ አስገዳጅ ባልሆነ መልኩ,0
እንደአውዱ ተለያይቶ ሊቀርብ ይችላል,0
በሚቀበለው ሰው መካከል,0
ያለው የመግባባት ደረጃ,0
የትእዛዙን አቀራረብ ይወስነዋል,0
ትእዛዝ ተቀባዩ በግልፅ ከታወቀ,0
ትእዛዝ በሶስተኛ ወገን,0
በተዘዋዋሪ መንገድ ሊቀርብ ይችላል,0
በሩን ዝጋው,0
ደረቅ ትእዛዝ አስገዳጅ,0
እባክሽ በሩን ዝጊው,0
በልመና ወይም በትህትና የቀረበ ትእዛዝ,0
አስገዳጅ ያልሆነ ጋሻው ላሚቱን ይጠብቅ,0
በተዘዋዋሪ በሶስተኛ ወገን የቀረበ,0
አጋናኝ አረፍተነገር,0
ከስሜት ጋር የተያያዙ,0
ሀሳቦች የሚገለፁበት የአረፍተነገር አይነት,0
ከውስጣችን የሚወጣ ሀይለኛ ስሜት,0
ይገልፃል,0
ውይ ነገሩ ያስገርማል,0
ዋው ጫካው ያምራል,0
አረፍተነገሮችን ከመዋቅር,0
በውስጣቸው በሚያዙት የተዋቃሪ አይነት,0
አንፃር ነጠላ ድርብ,0
ነጠላ አረፍተነገር የሚባለው,0
አንድ ግስ የያዘ,0
ነጠላ አረፍተነገር,0
መደበኛ ሀረግ በመባልም ይታወቃል,0
የሚዋቀረውም ከተራ ስማዊ ሀረግ,0
ከተራ ግሳዊ ሀረግ,0
ከአንድ ባለቤት ከአንድ ማሰሪያ አንቀፅ,0
ናትናኤል ደብተር ገዛ,0
ራህመት ለወንድሟ ደብዳቤ ፃፈች,0
እነዚህ አረፍተነገሮች,0
ገዛ ፃፈች የሚሉ,0
የያዙ ነጠላ አረፍተነገሮች ሲሆኑ,0
በስማዊ ሀረጋቸው ክፍልም,0
በግሳዊ ሀረጋቸው ክፍል,0
ምንም አይነት ተጨማሪ ግስ የላቸውም,0
አያያዥ ተብለው ይጠራሉ,0
ድብልቅ አረፍተነገር,0
ከአንድ መደበኛ ወይም ነፃ አረፍተነገር,0
ከአንድ ወይም ከአንድ በላይ በሆኑ,0
ጥገኛ አረፍተነገሮች የሚዋቀር,0
ኤልሳቤጥ ቤት እንደሰራች ያውቃል,0
ኢክራም ባለቤቷ ስለመጣ ተደሰተች,0
የተሰመረባቸው ጥገኛ አረፍተነገሮች ሲሆኑ,0
እንደቅደም ተከተላቸው,0
በመደበኛ አረፍተነገሮቹ ውስጥ የገቡ,0
አጎላማሽ,0
ድርብ ድብልቅ አረፍተነገር,0
ሀረግ ወይም አረፍተነገር ይዋቀራል,0
የአረፍተነገሩ መዋቅር,0
ከአንድ በላይ ጥገኛ ሀረጋት,0
ሊኖሩት ይችላል,0
ከሁለት በላይ መደበኛ ሀረጋት,0
ዝናብ ስለዘነበ ወደቤቷ ሄደች,0
ጥገኛ ሀረግ ዘረጋች ሄደች,0
የሚያስሩ ግሶች,0
ደመናው ከብዷል,0
ሰማዩም ጠቁሯል,0
ብልጭታውም በዝቷል,0
ጥቂት ቆይቶ ይዘንባል,0
በጊዜ ወደቤት እንሂድ,0
ቆይቶ ስለማይቀር,0
ሙሉ ስምዎ ማን ይባላል,0
ቆምጬ አምባው ይልማ,0
እንደዚያ የምባለው,0
የህይወት ታሪክዎን ባጭሩ ቢነግሩኝ,0
የተጣጣመ ፅሁፍን ይገነባል,0
በመሆኑም በተለያየ የአፃፃፍ ስልት,0
የተቀናጀ ጥሩ ፅሁፍ ለመፃፍ,0
ሁሉንም አንቀፆች,0
የመፃፍ ልምድን ማዳበር ይጠቅመናል,0
ዳኛቸው ወርቁ,0
የፅሁፍ ጥበብ መመሪያ,0
ለማስተማሪያነት እንዲያመች,0
ተሻሽሎና ተቀናጅቶ የቀረበ,0
በትእዛዝ ሶስት,0
በሀገራችን የፌደራል የገቢ ግብር,0
መሰረት ከቅጥር የሚገኝ ገቢ,0
የተጣለ የግብር መጠን,0
ተቀናሽ የሚሆን የገንዘብ መጠንን,0
የሚገልፅ ሰንጠረዥን ተርጉሞ,0
በፅሁፍ የማቅረብ ተግባር ቀርቧል,0
ተማሪዎች በመማሪያ መፅሀፋቸው ላይ,0
የቀረበውን ሰንጠረዥ ተመልክተው,0
በፅሁፍ እንዲያቀርቡ ያድርጉ,0
ይህን ተግባር ተማሪዎች በቤታቸው,0
ሰርተው እንዲመጡ ይንገሯቸው,0
ከዚያ በፊት ግን,0
መረጃ ከሰንጠረዥ ውስጥ,0
እንደሚተረጎም ገለፃ ያድርጉላቸው,0
ሰንጠረዡ ውስጥ ያለውን መረጃ,0
ለመምህርጎም የሚከተለውን መነሻ ይጠቀሙ,0
የሚከፈል ግብር ደመወዝ,0
ከመቀጠር የሚገኝ ወርሀዊ ገቢ,0
የግብር መጠን,0
ተቀናሽ ምሳሌ,0
ደመወዝ ከመቀጠር የሚገኝ,0
ወርሀዊ ገቢ ብር,0
ቢሆን የሚከፈል ግብር,0
የክፍለትምህርቱ አቀራረብ,0
ክፍል,0
የቀረቡትን የቃላት ጥያቄዎች,0
ተማሪዎች የቤት ስራ,0
ሰርተዋቸው እንዲመጡ ያድርጉ,0
ለተማሪዎቹ ስራም እርማት ይስጡ,0
የጥያቄዎቹ መነሻ መልሶች,0
በምንባቡ መሰረት,0
ለቃላት አገባባዊ ፍቺ መስጠት,0
ለአሸናፊ የሚሰጥ የክብር ሽልማት,0
ታች ይቀንሳል ጋብ ይላል,0
ፊት ለፊት,0
ወታደራዊ የስራ ደረጃ,0
ብዙ ወይም በርካታ ነገር,0
ጠንካራ,0
ጎበዝ ወይም ግንባር ቀደም ሰራተኛ,0
የገንዘብ ድጋፍ,0
የቀበሌ አስተዳዳሪ,0
የስራ ባልደረባ,0
የኮፒራይትና የስእል ባለቤትነት,0
መብቶችን በተቻለ መጠን,0
ለማክበር የሚቻለው ሁሉ ጥረት ተደርጓል,0
ነገር ግን ሳናወቅ,0
በስእተት ሳንጠቅሳቸው የተዘለሉ,0
ፅሁፎችና ስእሎች,0
ካሉ በቅድሚያ ይቅርታ እየጠየቅን,0
ሰእተቱን አራት ኪሎ,0
በሚገኘው ዋና መስሪያቤት,0
ትምህርት ሚኒስቴር,0
ማመልከት የሚቻል,0
በአካል መምጣት የማይችሉ,0
ደግሞ በመልእክት ሳጥን ቁጥር,0
አዲስ አበባ ብለው መላክ ይችላሉ,0
በመሆኑም በቅድሚያ ተማሪዎቹ,0
በመማሪያ መፅሀፋቸው ላይ,0
ስለግስ ጊዜያት የቀረበውን አጭር ማስታወሻ,0
በደብተራቸው አጥንተው እንዲመጡ,0
ያድርጉ በመቀጠልም ስለግስ,0
ጊዜያት ግልፅ እንዲሆንላቸው,0
ተጨማሪ ገለፃና ማብራሪያ በመስጠት,0
በተጨባጭ እንዲረዱ ያድርጉ,0
በመጨረሻም,0
ቀጥለው የቀረቡትን ጥያቄዎች,0
በማስታወሻው ላይ በቀረበው ምሳሌ,0
መሰረት እንዲሰሩ ያድርጉ,0
በመጨረሻም እርማት ያድርጉ,0
ምጋቤ ምላሽም ይስጧቸው,0
ለቀረቡት የመልመጃ ጥያቄዎች,0
ከዚህ ቀጥሎ ተሰጥተዋል,0
አረፍተነገሮች የተገለፁበት,0
መለየት,0
የአሁን ጊዜ,0
የትንቢት ጊዜ,0
የቅርብ አላፊ,0
የሩቅ አላፊ,0
የዋህ አላፊ,0
በግስ ጊዜያት የተፃፉ አረፍተነገሮች,0
ልጁ ምሳውን እየበላ,0
የአሁን ጊዜ,0
ነብዩ ቁርሱን በልቷል,0
የቅርብ አላፊ,0
ሙስጠፋ ነገ ይመጣል,0
የትንቢት ጊዜ,0
ዳንኤል ትናንት በጎቹን ሸጠ,0
የዋህ አላፊ,0
ባዳመጡት ፅሁፍ ላይ,0
በማየት ማረጋገጥ,0
ያዳመጡትን ፅሁፍ በራሳቸው አባባል,0
እንዲገልፁ በመጠየቅ,0
መግለፅ መቻላቸውን ማረጋገጥ,0
ስላዳመጡት ጉዳይ,0
በክርክር ውስጥ በንቃት መሳተፋቸውን,0
በምልከታ ማረጋገጥ,0
የምንባቡ ጭብጥ ያሳደረባቸውን ስሜት,0
እንዲያብራሩ በመጠየቅ ማረጋገጥ,0
አስረጂ አንቀፅ መፃፋቸውን ማረጋገጥ,0
የፃፉትን አንቀፅ,0
እንዲገመግሙና ግብረመልስ እንዲሰጡ,0
በማድረግ ማረጋገጥ,0
ቃላትን ከተመሳሳይ ፍቺያቸው ጋር,0
ማዛመዳቸውን ማረጋገጥ,0
የግስ ጊዜያትን መለየታቸውን ማረጋገጥ,0
በተዋቀሩ አረፍተነገሮች ውስጥ,0
የግስ ጊዜያትን መለየት,0
ደብተሮቻቸውን በመመልከት ማረጋገጥ,0
የተለያዩ የግስ ጊዜያትን ተጠቅመው,0
አረፍተነገሮች መመስረታቸውን ማረጋገጥ,0
በንግግርና በፅሁፍ ሂደት,0
የግስ ጊዜያትን እንዲጠቀሙ,0
የክፍል ስራ በመስጠት,0
በፅብረቃ ግምገማ ማረጋገጥ,0
የተማሪዎችን ስራ ትክክለኛነትና ተገቢነት,0
በእርማት ማረጋገጥ,0
ከዚህ በታች,0
የማዳመጥ ክሂልን ለማስተማር የሚያገለግል,0
ደላንታና ኦፓል,0
በሚል ርእስ አጭር ምንባብ ቀርቧል,0
የቀረበውን ምንባብ,0
ለተማሪዎች ያንብቡላቸው,0
በተማሪ መፅሀፍ ውስጥ,0
የቀረቡትን የድሀረማዳመጥ ጥያቄዎች,0
እንዲሰሩ ያድርጉ,0
ከማንበብዎ በፊት,0
ግን በተማሪዎች መፅሀፍ,0
የሚገኙትን የቅድመ ማዳመጥ ጥያቄዎች,0
አብረዋቸው ከተቀመጡት ተማሪዎች ጋር,0
ተወያይተው አሳታፊ በሆነ መንገድ,0
በቃል እንዲመልሱ ያድርጉ,0
በንባብ ጊዜም የማዳመጥ ጊዜ,0
ተማሪዎችን በማሳተፍ,0
አዳምጠው ለመረዳት,0
አንድ ጊዜ,0
ተፈጥሮ የለገሰችን በርካታ ገፀበረከቶች አሉ,0
ምድር ላይዋ ሳይሆን ውስጧም,0
ለሰው ልጅ ብዙ ጠቃሚ ነገሮችን ይዟል,0
በከርሰምድር ከሚገኙት የተፈጥሮ ስጦታዎች,0
መካከል አንዱ ማእድን,0
ከጠጣር ማእድናት መካከል,0
ለጌጣጌጥነት የሚያገለግለው ኦፓል,0
የከበረ ድንጋይ,0
ኦፓል ፀሀይ ላይ ሲደረግ,0
ለስላሳና ምቹ የሆነ ማእድን,0
ኦፓል ውድና ተራ ተብሎ,0
በሁለት ይከፈላል,0
የተለያዩ ቀለማትን,0
በማንፀባረቅ የቀለማት ጨዋታን,0
የሚያሳየው ውድ ኦፓል,0
የቀለም ጨዋታዎች,0
የማያሳየው ደግሞ ተራ ኦፓል ይባላል,0
በቅርቡ ግን በኢትዮጵያ መልክአምድር,0
መኖሩ በመታወቁ ለብዙዎቹ የእለት ጉርስ,0
ሀብት ለመፍጠር አስችሏል,0
በአማራ ብሄራዊ ክልላዊ መንግስት,0
ስር በሚተዳደሩ አካባቢዎች የሚገኝ,0
የከበረ ድንጋይ,0
በአፋር ብሄራዊ ክልላዊ መንግስት,0
አንዳንድ አካባቢዎችም ይገኛል,0
የአማራ ብሄራዊ ክልላዊ መንግስት,0
ማእድን ሀብት ልማት ቢሮ,0
ማለትም በፌስቡክ ገፁ,0
ለጥፎ ባጋራው መረጃ መሰረት,0
ኦፓል በደቡብ ወሎ ዞን ደላንታ,0
ተንታና አምባሰል,0
ወሎ ዞን ጉባላፍቶ,0
አንጎት ግዳን ጋዞና መቄት,0
በሰሜን ሸዋ ዞን,0
መንዝ ማማ ምድር,0
መንዝ ላሎ ምድር,0
ሞረትና ጅሩ,0
መንዝ ቀያ ገብርኤል,0
ሞጃና ወደራ,0
ቀወት ጣርማ በር,0
በምእራብ ጎጃም ዞን ወንበርማ,0
እንዲሁም በደቡብ ጎንደር ዞን,0
የማዳመጥ ጊዜ ጥያቄዎች,0
እስካሁን ያዳመጣችሁት ምንባብ,0
ከቀደመ እውቀታችሁ ጋር,0
ቀጣዩ የምንባብ ክፍል,0
ጉዳዮችን ሊያነሳ ይችላል,0
ብላችሁ ትገምታላችሁ,0
ከፍ ሲል ከተዘረዘሩት ቦታዎች መካከል,0
አንዱ የሆነው የደላንታ ወረዳ,0
ቀበሌዎች ያሉት,0
ምርት በብዛት ይገኛል,0
በአካባቢው መኖሩ በመታወቁ,0
የእለት ተእለት ህይወታቸውን,0
በኦፓል ቁፋሮ ስራ ላይ ያሳልፋሉ,0
ቀደም ሲል የደላንታን ሰማይ አንጋጠው,0
ኦፓልን አምርቶ በመሸጥ ላይ ሆኗል,0
አካባቢው ዝናብ አጠር በመሆኑ,0
እዚህ ግባ የሚባል አይደለም,0
በአካባቢው የኦፓል ማእድን በመገኘቱ,0
በርካታ ወጣቶች ከእለት ጉርስ አልፈው,0
ሀብት ማፍራት ችለዋል,0
የአካባቢው ወጣቶች,0
በ ማህበራት በመደራጀት,0
በኦፓል ማእድን ቁፋሮ ስራ ላይ,0
የተሰማሩ,0
ከእነዚህ ውስጥ,0
የሚሆኑት ደግሞ ሴቶች,0
እስኪ ደግሞ,0
ቆቅ ውሀ ተብሎ በሚጠራው ቦታ,0
በሄድንበት ጊዜ የታዘብነውን,0
የነገሩንና ያጋጠመንን እናጋራችሁ,0
የሌሊቱ ቁርና ብርድ ሳይበግራቸው,0
ሲቆፍሩ ያደሩ በርካታ ወጣቶች,0
የፀሀይን መውጣት ተከትሎ,0
ከየጉድጓዳቸው ብቅ ብቅ ሲሉ,0
በቦታው ተገኝተን,0
የስራ እንቅስቃሴውን ተመለከትን,0
ሁሉም የስራ ዘርፍ አለው,0
አንዳንዶቹ በቅርጫት ተሸክመው,0
ለቆፋሪዎች ምግብ ያመጣሉ,0
ሴቶች ደግሞ በአካባቢው በመገኘት,0
ምግብ ያበስላሉ,0
ሌሊት ሲቆፍሩ ያደሩት,0
አረፍ ለማለት ቤታቸው ይሄዳሉ,0
አንዱ ለሌላው ተራውን ይለቃል,0
ተረኛ ይገባል,0
ፀሀይ በሚበረታባቸው ቦታዎች,0
ግን,0
ቀን ቀን ስለማይቆፈር,0
ጥበቃ ይካሄዳል,0
ጉድጉድ ውስጥ ሲቆፍሩ ያደሩ,0
ወንድ ወጣቶች ከጉድጓዱ ሲወጡ,0
ሴቶቹ ያዘጋጁትን ምግብ ያቀርባሉ,0
በሌላ በኩል,0
ከከተማው ቀደም ብለው የተነሱ,0
ተረካቢ ነጋዴዎች,0
ብራቸውን በኮረጆ ይዘው,0
ከዋሻው የሚወጣትን ይጠባበቃሉ,0
ሲቆፍሩ ያደሩት,0
ተፈጥሮ የለገሰቻቸውን,0
ያገኙትን ኦፓል ይዘው ብቅ ይላሉ,0
ገበያው ይደራል,0
ደላንታ ላይ ከኦፓል ቁፋሮ,0
እስከ መሻሻጥ ያሉ ስራዎች,0
የእለት ተእለት ተግባራት ሆነው,0
ማየት የተለመደ,0
ኦፓል በመቆፈር ከሚተዳደሩት,0
የአካባቢው ነዋሪዎች መካከል,0
ሽመልስ ፀጋ ትግስት ሞገስ,0
የተባሉ ወጣቶች,0
ስለስራው አጫውተውናል,0
ወጣቶቹ ኦፓል ከመገኘቱ በፊት,0
ገጠር አካባቢ ይኖሩ,0
የግብርና ስራቸውን ሰርተው ሲጨርሱ,0
ጊዜያቸውን የሚያሳልፉት,0
ስራ በመፍታት,0
ቦታ ስራ ለመፈለግ,0
ከቦታ ቦታ በመዘዋወር,0
አሁን ግን ቆፍረው በሚያገኙት,0
የአኗኗር ዘይቤያቸውን ቀይረዋል,0
መኖሪያቸው ገጠር ሆኗል,0
ከቤት ባለቤትነት እስከ ተቀማጭ ሀብት,0
ማፍራት ደርሰዋል,0
ወደፊትም በርካታ እቅዶችን ነድፈዋል,0
ባገኙት ገንዘብ ራሳቸውንና ሀገራቸውን,0
ለመጥቅም መጠነ ሰፊ,0
ጥረት እያደረጉ እንደሚገኙም ነግረውናል,0
ሌላው በቁፋሮ ላይ ያገኘነው,0
ወጣት ተስፋዬ ይባላል,0
ኦፓል አምርቶ በሚሸጠው ገቢ,0
ህይወቱን መቀየር እንደቻለ ነግሮናል,0
ስራውን በባህላዊ መንገድ ስለሚሰራ,0
አድካሚ እንደሆነ ይናገራል,0
በዘመናዊ መሳሪያ ቢደገፉ,0
የበለጠ ተጠቃሚ እንደሚሆኑም,0
አጫውቶናል,0
በቦታው ኦፓል ሲገዙ,0
ካገኘናቸው ተረካቢዎች መካከል,0
ደግሞ ወጣት አበባ አንዷ ናት,0
አበባ የጧቱ ብርድ ሳይበግራት,0
ሲቆፍሩ ከሚያድሩት ኦፓል,0
ለመግዛት በጧት ተነስታ በቦታው ትደርሳለች,0
ከቆፋሪዎቹም ኦፓል በመግዛት,0
ወደከተማ ትወስዳለች,0
አትርፋ ለሌላ ተረካቢ በመሸጥ,0
በምታገኘው ገቢ ህይወቷን ትመራለች,0
የደላንታ ወረዳ ማእድን ስራዎች,0
ማስፋፊያ የስራ ሂደት,0
ባለሙያዎች እንደገለፁት,0
በወረዳው ኦፓል ከተገኘ ጊዜ ጀምሮ,0
ለበርካታ ወጣቶች የስራ እድል,0
በመፍጠርና ተጠቃሚ በማድረግ,0
ብሎም ለወረዳው የገቢ ምንጭ በመሆን,0
ከፍተኛ ጠቀሜታ አስገኝቷል,0
ምንም እንኳ ወጣቶችን,0
የማደራጀትና ቦታ የመስጠት ስራ,0
እየተሰራ ቢሆንም,0
በዘመናዊ መሳሪያ ያልተደገፈ በመሆኑ,0
በአመራረት ሂደቱ ላይ,0
በቁፋሮ ሂደት እስከሰው ህይዎት መጥፋት,0
አደጋ ሊያጋጥምም ይችላል,0
ይህም ሆኖ ወጣቶቹ,0
በራሳቸው አቅምና በተረዱት ልክ,0
በመቆፈር ሀብቱን በማውጣት ይጠቀማሉ,0
ይሁን እንጂ,0
የገበያ ትስስር የታወቀ የመገበያያ,0
ወይም የመሸጫ ቦታ,0
ከኦፓል የሚገኘው ገቢ,0
በሚፈለገው ደረጃ ላይ እየደረሰ አይደለም,0
ያም ሆኖ የኦፓል ማእድን,0
በተለያዩ የሀገር ውስጥና የውጭ,0
ገበያዎች በመሸጥ ላይ የሚገኝ,0
በአመተ ምህረትአቀፍ ገበያ,0
ተወዳጅነትን እያገኘ መጥቷል,0
ከኢትዮጵያ ማእድን ሚኒስቴር,0
ሰማይ ሰማይ ማየት,0
ዳቦ በቅርጫት ይዘን እንደርሳለን,0
ከሸንበቆ ከቀርቀሀ ከሀረግ የሚሰራ,0
መጓጓዣ የሚያገለግል የቤት እቃ,0
ለምርት ሽያጭ ውጤታማነት,0
ጥሩ የገበያ ትስስር መምህር ወሳኝ,0
ግንኙነት,0
የሌሊት ቁር ሳይበግራቸው,0
የከተማ ፅዳት የሚጠብቁ ሰዎች,0
ምስጋና ይገባቸዋል,0
ቅዝቃዜ ብርድ,0
ክፍለትምህርት ስር,0
አንብቦ መረዳትን ለማስተማር,0
ሲዘጋጁ በቅድሚያ ለተማሪዎች,0
ርእሱን ያስተዋውቋቸውና,0
በቅድመንባብ ጥያቄዎች ላይ,0
ከዚያም በተማሪዎች ፈቃደኝነትና,0
የቀደመእውቀት ላይ በመመስረት,0
የቅድመንባብ ጥያቄዎችን ያሰሩ,0
በመቀጠል ተማሪዎች ምንባቡን,0
ድምፅ ሳያሰሙ ጥንድ ጥንድ ሆነው,0
እንዲያነቡት ያድርጉ,0
ምንባቡን ለማንበብ በቂ ጊዜ ይስጧቸው,0
ሲያነቡ አስፈላጊውን ማስታወሻ እየያዙ,0
እንዲያነቡ ይምከሯቸው,0
የንባብ ጊዜ,0
አንብበው እንደጨረሱ,0
በትእዛዝ አንድ ሁለት የቀረቡትን,0
ከምንባቡ የወጡ ድሀረንባብ ጥያቄዎች,0
በትክክል እንዲሰሩ በቂ ጊዜ ይስጧቸው,0
ቀጥሎም ተማሪዎችን በማሳተፍ,0
መልሱን በጋራ ስሩ,0
ግልፅ ምጋቤ ምላሽም ይስጧቸው,0
ቴክኖሎጅና እውቀት የሚጠይቅ,0
በክፍል አምስት,0
የፅህፈት ክሂልን የሚመለከቱ,0
አራት ጥያቄዎች,0
በተማሪዎች መፅሀፍ ላይ ቀርበዋል,0
በትእዛዝ አንድ መሰረት,0
በተማሪዎች መፅሀፍ ላይ,0
የተፈጥሮ ጋዝ,0
በሚል ርእስ የቀረበውን ፅሁፍ,0
በሶስት አንቀፅ አሳጥረው እንዲፅፉ ያድርጉ,0
ከዚያ በፊት ግን ፅሁፍን አሳጥሮ መፃፍን,0
በተመለከተ በምሳሌ የተደገፈ,0
በቂ ገለፃ ያድርጉላቸው,0
ይህንንም,0
አንድ ክፍለጊዜ ይጠቀሙ,0
ፅሁፉን አሳጥሮ በሶስት አንቀፅ መፃፉን,0
በቤት ስራ መልክ ይስጧቸው,0
ለፅሁፋቸው መልስ ይስጧቸው,0
ለገለፃው መነሻ የሚሆን ማስታወሻ,0
ከዚህ ቀጥሎ ቀርቦልዎታል,0
ፅሁፍን አሳጥሮ መፃፍ,0
አንድን ፅሁፍ አሳጥሮ ለመፃፍ,0
ተግባራትን በጥንቃቄ ማከናወን ያስፈልጋል,0
ፅሁፍን አሳጥሮ በመፃፍ ጊዜ,0
ትኩረት ሊሰጣቸው ከሚገቡ ነጥቦች,0
መካከል ለአብነት የሚከተሉት ቀርበዋል,0
አሳጥሮ ሊፃፍ,0
የተፈለገውን ፅሁፍ,0
መላልሶ በአንክሮ ማንበብ,0
ፅሁፉን በሚገባ መረዳት መቻልን ማረጋገጥ,0
በፅሁፉ ውስጥ ያሉ,0
ዋና ዋና ፍሬ ሀሳቦችን,0
ማስታወሻ ላይ ማስፈር,0
ቃላትና አገላለፅን በመመጠን,0
ፍሬ ሀሳቦቹን በራስ አባባል መፃፍ,0
በራስ አባባል የተፃፈው ሙከራ,0
ትክክል ለመሆኑ መልሶ ማንበብ,0
ያጠረውን ፅሁፍ ትክክለኛነት,0
ከዋናው ፅሁፍ ጋር በማስተያየት,0
የመጨረሻውን ያጠረ ፅሁፍ ቅጂ መፃፍ,0
ሰዋስዋዊ ስህተት አለመታየቱ,0
ተገቢ ስርአተነጥቦች በተገቢ ቦታቸው,0
መካተታቸውን ማረጋገጥ,0
ክፍል በተማሪዎች መፅሀፍ,0
በትእዛዝ ሁለት ስር የቀረበውን ጥያቄ,0
መሰረት በማድረግ,0
ተማሪዎች በራሳቸው ርእስ,0
አንቀፅ ፅፈው እንዲመጡ,0
የቤት ስራ ይስጧቸው,0
ሊያተኩሩባቸው የሚገቡ ነጥቦችን,0
በተመለከተ የተግባር አቅጣጫ ይስጧቸው,0
ተገቢ ግብረመልስ ይስጧቸው,0
በትእዛዝ ሶስት አራት ስር,0
ለሚሰሩ ጥያቄዎች ስርአተነጥብን,0
ማስታወሻ በተማሪዎች መፅሀፍ ላይ ቀርቧል,0
በመሆኑም በቅድሚያ ተማሪዎቹ,0
በመማሪያ መፅሀፋቸው ላይ,0
ማስታወሻ በደብተራቸው ፅፈው,0
አጥንተው እንዲመጡ ይንገሯቸው,0
በመቀጠልም ስርአተነጥብ ምንነት,0
አገልግሎትና አጠቃቀም ግልፅ እንዲሆንላቸው,0
ተጨማሪ ገለፃና ማብራሪያ,0
በመስጠት እንዲረዱ ያድርጉ,0
በመጨረሻም ከማስታወሻው ቀጥሎ,0
